"time","marketStatus","inplay","competitor","competitorStatus","backPrice1","backVolume1","layPrice1","layVolume1"
2018-06-20 16:05:44,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:45,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:46,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:46,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:47,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:48,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:48,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:49,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:50,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:51,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:51,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:52,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:53,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:53,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:54,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:55,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:55,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:56,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:57,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:57,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:58,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:05:59,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:00,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:00,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:01,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:02,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:02,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:03,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:04,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:04,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:05,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:06,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:06,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:07,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:08,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:09,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:09,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:10,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:11,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:11,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:12,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:13,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:13,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:14,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:15,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:16,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:17,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:18,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:18,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:19,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:20,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:21,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:21,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:22,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:23,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:24,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:24,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:25,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:26,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:26,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:27,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:28,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:28,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:29,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:30,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:31,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
2018-06-20 16:06:31,"SUSPENDED",TRUE,868018,"ACTIVE","NA","NA","NA","NA"
